Best estimate of cooling provided,Negative values,Best estimate of heating provided,Ambient temperature (°C),,,,
 (kWh/h),(kWh/h),(kWh/h),°C,,,,
Cooling,Cooling,Heating ,ODA,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.111111,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,59,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-1.055556,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,58,-0.944445,,,,
4,-4,57.27272727,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.944445,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,57,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.888889,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,56,-0.777778,,,,
4,-4,55,-0.777778,,,,
4,-4,55,-0.777778,,,,
4,-4,55,-0.777778,,,,
4,-4,55,-0.777778,,,,
4,-4,55,-0.777778,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.722222,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,55,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.611111,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.555556,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,54,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.444444,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,53,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.388889,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.277778,,,,
4,-4,52,-0.222222,,,,
4,-4,52,-0.222222,,,,
4,-4,52,-0.222222,,,,
4,-4,52,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.222222,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.111111,,,,
4,-4,51,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,-0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.055556,,,,
4,-4,50,0.08341,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,50,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.111111,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.222222,,,,
4,-4,49,0.277778,,,,
4,-4,49,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.277778,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.388889,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,48,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.444444,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.5,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,47,0.611111,,,,
4,-4,46,0.611111,,,,
4,-4,46,0.611111,,,,
4,-4,46,0.611111,,,,
4,-4,46,0.611111,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.666667,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
4,-4,46,0.777778,,,,
